epoch,train_loss,val_loss,val_acc
1,0.2911042738954226,0.13939980790019035,0.9464583333333333
2,0.10281644195318222,0.14818279660846057,0.9446875
3,0.04501959191635251,0.16451957674795076,0.9478125
4,0.04028239296749234,0.1683378329402522,0.9482291666666667
