epoch,train_loss,val_loss,val_acc
1,0.2933605220913887,0.17799805124339305,0.9317708333333333
2,0.14085186252991358,0.14421841159070792,0.9452083333333333
3,0.08559522440036138,0.12774906797628655,0.9530208333333333
4,0.053027959677080315,0.13641992985810103,0.9560416666666667
5,0.03481446903198957,0.14365116599947214,0.9565625
6,0.028806459081048768,0.1554209511040857,0.9576041666666667
