epoch,train_loss,val_loss,val_acc
1,0.24385004396239918,0.16300303841892042,0.9347916666666667
2,0.07711024589836597,0.1517378653546697,0.9458333333333333
3,0.031993029980609815,0.13795016014850453,0.956875
4,0.018736768752957385,0.178848957348811,0.949375
5,0.013570377388969063,0.14926474188503466,0.9597916666666667
6,0.010208026155208548,0.1524727091585335,0.9615625
